location,latitude,longitude,population
Beach City,40.6531,-81.5796,981
Squirrel Mountain Valley,35.6176,-118.4046,981
Mustang Ridge,30.0576,-97.6852,981
Choudrant,32.5502,-92.5121,981
Ashley,41.5214,-85.0614,981
Machias,47.9917,-122.0515,981
Westlake Corner,37.1234,-79.6971,980
Omaha,33.1820,-94.7402,980
Bristol,30.4256,-84.9772,980
Chevy Chase View,39.0192,-77.0810,980
Stoneboro,41.3336,-80.1121,980
Fort Calhoun,41.4563,-96.0263,980
Fairton,39.3759,-75.2131,980
Millport,33.5586,-88.0817,980
Ganado,35.7016,-109.5504,980
Lawton,42.4769,-96.1851,980
Boyce,31.3905,-92.6699,980
Accoville,37.7652,-81.8270,980
Taylorsville,39.2964,-85.9503,979
Whitewood,44.4617,-103.6382,979
Scotts Hill,35.5188,-88.2526,979
Logan,35.3576,-103.4426,979
Henefer,41.0138,-111.4933,979
Lazy Acres,40.0837,-105.3313,979
Lightstreet,41.0407,-76.4175,978
Linton,46.2685,-100.2337,978
San Miguel,32.1535,-106.7269,978
Bradford,36.0737,-88.8158,978
Sunflower,33.5444,-90.5373,978
Palo Alto,40.6861,-76.1699,978
Tulelake,41.9534,-121.4752,978
Auxvasse,39.0174,-91.8958,978
Kootenai,48.3119,-116.5172,978
Cane Savannah,33.8923,-80.4395,978
Elsie,43.0895,-84.3889,978
Ellerbe,35.0718,-79.7595,978
Mexico,40.8143,-86.1113,978
Bay Head,40.0701,-74.0482,977
Monte Rio,38.4683,-123.0147,977
Paullina,42.9799,-95.6836,977
Sterrett,33.4490,-86.4645,977
Hightsville,34.2667,-77.9344,977
Thrall,30.5882,-97.2983,977
Bennet,40.6818,-96.5039,977
Linesville,41.6564,-80.4224,976
Corvallis,46.3140,-114.1121,976
Arapahoe,40.3048,-99.8979,976
Lawrence,42.2157,-86.0534,976
Belmont,42.7379,-90.3345,976
Clarence,41.8857,-91.0578,975
McGraw,42.5938,-76.0975,975
Stonewall,32.1364,-88.7958,975
Wanblee,43.5706,-101.6627,975
Buffalo Soapstone,61.7073,-149.1095,975
Kaumakani,21.9187,-159.6241,975
Napoleon,42.1658,-84.2416,975
Derma,33.8589,-89.2878,974
Rice,32.2388,-96.4978,974
Poca,38.4729,-81.8124,974
Alcorn State University,31.8804,-91.1407,974
Bluewater,34.1681,-114.2667,974
Tahoma,39.0633,-120.1438,974
Dunlap,41.8526,-95.6006,973
Roberta,32.7196,-84.0104,973
Allison,42.7520,-92.7957,973
Loup City,41.2766,-98.9678,973
St. Joseph,31.9202,-91.2401,973
Buhl,47.4994,-92.7692,973
Laurys Station,40.7232,-75.5366,973
Shellsburg,42.0929,-91.8712,972
Sunrise Lake,41.3136,-74.9638,972
Jasper,37.3354,-94.3023,972
Meredosia,39.8308,-90.5569,972
Gideon,36.4489,-89.9128,972
Earth,34.2338,-102.4091,971
Keota,41.3651,-91.9533,971
Papaikou,19.7917,-155.0962,971
Chebanse,41.0058,-87.9098,971
Franklin,33.2797,-85.0985,971
Jamesport,40.9546,-72.5807,971
Oil City,32.7453,-93.9758,970
Laurel,40.9728,-72.5560,970
South Lebanon,44.5054,-122.8959,970
Scotland,39.9697,-77.5844,970
Wolcott,40.7591,-87.0420,969
Biwabik,47.5551,-92.3233,969
Collinsburg,40.2196,-79.7846,969
Mentone,41.1740,-86.0382,968
Cleone,39.4927,-123.7812,968
Westley,37.5444,-121.2035,968
Healy,63.9454,-149.0152,968
Sunnyside,31.2406,-82.3411,968
Chase,41.2801,-75.9649,968
Mazon,41.2417,-88.4231,967
Powell,34.5325,-85.8979,967
Woodlawn Park,38.2615,-85.6305,967
Rapids City,41.5786,-90.3399,967
Laurie,38.2080,-92.8253,967
Aynor,34.0001,-79.2072,967
Herald,38.2913,-121.2318,967
Mill Neck,40.8839,-73.5582,967
Dillon,39.6213,-106.0392,967
Mount Vernon,38.2448,-75.7825,966
Bremond,31.1657,-96.6760,966
Marion,48.0858,-114.6711,966
Houston,43.7582,-91.5707,965
Hagan,32.1536,-81.9305,965
Genesee,46.5516,-116.9284,965
Green Lake,43.8441,-88.9560,965
Springville,36.1168,-118.8345,965
Vanceboro,35.3030,-77.1567,965
Treynor,41.2320,-95.6064,965
Friend,40.6505,-97.2838,965
White Mills,41.5350,-75.2021,965
Metcalfe,33.4505,-91.0017,965
Montezuma,37.5923,-100.4502,964
Troy,48.4614,-115.8909,964
Odell,41.0021,-88.5224,964
Leroy,31.4952,-87.9690,964
Kittredge,39.6593,-105.3045,964
Ottoville,40.9343,-84.3383,964
Harvard,40.6201,-98.0961,964
Coker,33.2446,-87.6799,964
Atkinson,41.4167,-90.0085,964
Lakewood Village,33.1377,-96.9751,964
Farmington,39.8100,-79.5623,964
Waleska,34.3171,-84.5499,964
Beavertown,40.7522,-77.1691,963
Newellton,32.0723,-91.2390,963
Fort Gaines,31.6238,-85.0528,963
Mantua,41.5006,-111.9344,963
Dortches,36.0114,-77.8572,963
Five Points,35.0154,-79.3513,963
Ellsworth,40.1073,-80.0214,963
Louise,29.1119,-96.4123,963
Union Bridge,39.5734,-77.1745,963
Hargill,26.4423,-98.0146,963
Twisp,48.3620,-120.1172,963
Mertztown,40.5033,-75.6674,963
Coahoma,32.2956,-101.3089,963
Magnolia,40.6530,-81.2928,962
Sugar Notch,41.1935,-75.9314,962
Naalehu,19.0698,-155.5751,962
Norman Park,31.2692,-83.6843,962
Rossville,35.0323,-89.5612,962
Kenesaw,40.6187,-98.6576,962
Waynetown,40.0880,-87.0655,962
Mesa del Caballo,34.2860,-111.2952,962
Swansea,33.7395,-81.1053,961
Mendon,40.0892,-91.2858,961
Blue Rapids,39.6791,-96.6593,961
Marlinton,38.2246,-80.0905,961
Playa Fortuna,18.3768,-65.7455,961
Fruitdale,37.3116,-121.9357,961
Cerrillos Hoyos,18.0656,-66.5691,961
Calvert Beach,38.4728,-76.4895,960
Saugatuck,42.6592,-86.2061,960
Reynolds,32.5609,-84.0943,960
Troy,39.7846,-95.0936,960
Sardis,32.9756,-81.7621,960
Fort Chiswell,36.9444,-80.9577,960
Lynnville,38.1988,-87.3141,960
Highland Hills,41.4507,-81.5191,960
La Honda,37.3182,-122.2651,960
Benjamin,40.0945,-111.7387,960
Mammoth Spring,36.4924,-91.5413,960
Scanlon,46.7066,-92.4300,959
La Center,37.0750,-88.9748,959
Dubois,43.5389,-109.6443,959
Pleasantville,39.8098,-82.5224,959
Gainesboro,36.3618,-85.6496,959
Arendtsville,39.9233,-77.2999,959
Preston,42.0492,-90.3971,959
Oak Creek,40.2741,-106.9575,959
Bird Island,44.7648,-94.8949,959
West Brownsville,40.0314,-79.8913,958
Aurelia,42.7131,-95.4368,958
Little Falls,43.7312,-70.4301,958
Benton,42.5700,-90.3834,958
Roslyn,47.2511,-121.0990,958
Parcelas Peñuelas,18.0061,-66.3476,958
Butte Creek Canyon,39.7490,-121.6968,958
Minkler,36.7277,-119.4587,958
Lakeside City,33.8292,-98.5404,957
Glasford,40.5728,-89.8131,957
Dunnavant,33.5006,-86.5380,957
Sequoyah,36.3797,-95.5969,957
Vaiden,33.3332,-89.7533,957
Aquasco,38.5913,-76.7074,957
Ashland,45.5977,-106.2975,957
Chicora,40.9505,-79.7400,957
Underwood,41.3808,-95.6820,956
Southwest City,36.5205,-94.6103,956
Westminster,33.3649,-96.4598,956
Poncha Springs,38.5140,-106.0944,956
Palmyra,38.4082,-86.1086,956
Linden,35.6123,-87.8429,956
Faison,35.1164,-78.1368,956
Terramuggus,41.6342,-72.4692,956
Germanton,36.2587,-80.2360,955
White Deer,35.4332,-101.1751,955
Dolores,37.4741,-108.4999,955
Maurertown,38.9325,-78.4615,955
Brook,40.8664,-87.3653,955
Killen,34.8607,-87.5269,955
Ellicott,38.8256,-104.3829,955
Norwood Court,38.7141,-90.2895,955
Ringling,34.1785,-97.5921,954
Lake Kathryn,29.0072,-81.4905,954
Levan,39.5562,-111.8608,954
Startex,34.9309,-82.0941,954
Weleetka,35.3428,-96.1353,954
Belwood,35.4794,-81.5227,954
Buffalo City,44.2237,-91.8653,954
Rafael Hernández,18.4718,-67.0787,954
Oakland,43.4234,-123.2968,954
Gowrie,42.2778,-94.2897,953
Basye,38.8181,-78.7659,953
Branchville,33.2516,-80.8161,953
Watkins,45.3153,-94.4120,953
Coolidge,31.7514,-96.6524,953
Swisher,41.8442,-91.6938,953
Hiller,40.0081,-79.9042,953
Magnolia,34.8963,-78.0540,952
Riley,39.2990,-96.8276,952
Avonmore,40.5272,-79.4694,952
Nashwauk,47.3805,-93.1666,952
Milledgeville,41.9637,-89.7748,952
Mountain Gate,40.7184,-122.3262,952
La Puebla,35.9890,-105.9987,952
Tuscarora,40.7638,-76.0601,952
Millersburg,41.5277,-85.6964,951
Gore,35.5417,-95.1129,951
Hoagland,40.9520,-84.9955,951
New Tripoli,40.6773,-75.7498,951
Ramblewood,40.7238,-77.9432,950
Sam Rayburn,31.0789,-94.0266,950
Seven Mile,33.7882,-109.9576,950
Stateline,38.9678,-119.9439,950
Cotter,36.2819,-92.5212,950
Onsted,42.0061,-84.1894,950
Camp Hill,32.8002,-85.6536,950
Bechtelsville,40.3711,-75.6307,949
Sheldon,40.7710,-87.5657,949
Stafford,37.9624,-98.5995,949
Vandiver,33.4601,-86.5251,949
Triana,34.5904,-86.7418,949
Silver City,34.9972,-79.2291,949
Elm Creek,40.7201,-99.3755,949
Newport,39.3965,-81.2248,949
Mansfield,40.2123,-88.5082,948
Hinton,42.6212,-96.2978,948
Blue Mountain,34.6739,-89.0262,948
Rose Valley,39.8948,-75.3852,948
Genoa,41.4462,-97.7322,948
Silver Ridge,39.9620,-74.2358,948
Ferguson,37.0629,-84.5922,947
Boonville,39.0115,-123.3740,947
Sturgeon,39.2345,-92.2823,947
Shenandoah Shores,38.9621,-78.1414,946
Strawberry,34.4018,-111.5002,946
Russell Gardens,40.7809,-73.7254,946
West Pelzer,34.6450,-82.4737,946
Saegertown,41.7159,-80.1363,946
Princeton,41.6744,-90.3573,946
Lake Linden,47.1939,-88.4054,946
Timberlane,42.3372,-88.8694,946
Bernville,40.4334,-76.1107,945
Buchanan Lake Village,30.8565,-98.4378,945
Golden Shores,34.7819,-114.4777,945
Collinwood,35.1745,-87.7441,944
Plain Dealing,32.9074,-93.6992,944
Drexel,38.5005,-94.6025,944
Griswold,41.2343,-95.1392,944
Wallace,38.1978,-120.9586,944
Carrollton,33.2619,-88.0951,943
Odebolt,42.3118,-95.2542,943
Wayland,41.1484,-91.6575,943
Crivitz,45.2337,-88.0067,943
Raymond,39.3198,-89.5747,942
Bow Mar,39.6253,-105.0511,942
Zena,42.0209,-74.0855,942
Goldsboro,40.1544,-76.7516,941
Ivyland,40.2083,-75.0733,941
Pringle,41.2773,-75.9014,941
Homeland,30.8603,-82.0213,941
Loma,39.2075,-108.8050,941
Orlinda,36.5938,-86.7015,940
Bloomfield,42.5984,-97.6481,940
Cottonwood,46.0510,-116.3497,940
Parcelas Nuevas,18.1400,-66.1702,940
Spiceland,39.8433,-85.4261,940
South Canal,41.1759,-80.9864,940
Medford,36.8037,-97.7380,939
Jeffersonville,32.6863,-83.3433,939
Mansfield Center,41.7618,-72.1944,939
Napanoch,41.7514,-74.3729,939
McIntosh,34.8804,-106.0577,939
Central Lake,45.0691,-85.2613,939
New Castle,38.4334,-85.1689,939
Zia Pueblo,35.5200,-106.7150,939
Franklin Grove,41.8409,-89.3005,938
Wenona,41.0487,-89.0523,938
Magas Arriba,18.0233,-66.7664,938
Dryden,42.9456,-83.1240,938
Camptown,36.6833,-76.8964,938
Gwinner,46.2357,-97.6695,937
Parrish,33.7323,-87.2802,937
Hydro,35.5482,-98.5792,937
Wallace Ridge,31.6849,-91.8321,936
Borden,38.4699,-85.9491,936
Mason,39.0183,-82.0314,936
Addyston,39.1371,-84.7104,936
Cotton Valley,32.8135,-93.4228,936
Green River,38.9935,-110.1723,935
Carrizozo,33.6433,-105.8411,935
Trumbauersville,40.4132,-75.3801,935
Lamar,34.1695,-80.0649,935
Hardin,30.1493,-94.7377,935
Farmersville,40.1291,-76.1551,935
Maysville,34.9070,-77.2323,935
Grace,42.5757,-111.7305,935
Paint,40.2421,-78.8501,935
Sister Bay,45.1835,-87.1271,935
Cannon Ball,46.3173,-100.6358,935
Santa Susana,34.2580,-118.6662,935
Lansing,43.3606,-91.2254,935
Lake Bosworth,48.0532,-121.9812,935
Miner,36.8973,-89.5353,934
Utica,38.3381,-85.6558,934
Walker,47.0891,-94.5854,934
Clarksville City,32.5329,-94.8946,934
Elliott,33.6913,-89.7525,934
Burnsville,34.8348,-88.3178,934
Talpa,36.3421,-105.5923,934
Hondah,34.0860,-109.9150,934
Lynnview,38.1791,-85.7112,933
Brunswick,34.2879,-78.7084,933
Prentiss,31.5995,-89.8746,933
Shellman,31.7571,-84.6159,933
Golden Beach,25.9660,-80.1210,933
Westphalia,42.9303,-84.7980,933
Saybrook Manor,41.2825,-72.4063,933
Lake Quivira,39.0388,-94.7688,933
Grandfield,34.2305,-98.6873,933
Clarkrange,36.1857,-85.0096,932
Le Roy,43.5131,-92.5076,932
Coldspring,30.5898,-95.1307,932
Eden,43.6928,-88.3642,932
White Sulphur Springs,46.5452,-110.9039,931
Lake of the Woods,34.8226,-119.0027,931
Craigsville,38.0838,-79.3853,931
Naco,31.3431,-109.9336,931
Kiowa,37.0174,-98.4848,931
Henning,35.6820,-89.5770,931
Henderson,44.5278,-93.9091,930
Palmas,17.9878,-66.0254,930
Deer River,47.3409,-93.7961,930
Crawford,42.6845,-103.4160,930
Hays,48.0104,-108.6606,930
Uniontown,37.7732,-87.9318,930
Tilden,42.0435,-97.8318,930
Kaanapali,20.9276,-156.6795,930
West Point,40.7145,-91.4527,930
Liberty,41.3426,-111.8649,929
Cameron,35.8537,-111.4269,929
Greens Landing,41.9312,-76.5403,929
Hesperia,43.5691,-86.0407,929
Jupiter Island,27.0451,-80.1101,929
Battle Lake,46.2848,-95.7187,929
Black Hammock,28.7107,-81.1801,928
Linnell Camp,36.3089,-119.2225,928
Owen,44.9485,-90.5621,928
Jonesville,36.6871,-83.1154,928
Ellington,37.2365,-90.9733,928
Poquott,40.9529,-73.0903,928
Toomsuba,32.4267,-88.5100,928
Delta Junction,64.0604,-145.7058,928
Boston,37.6039,-75.8437,928
Hotchkiss,38.7990,-107.7136,928
Pine River,46.7225,-94.3975,927
Dagsboro,38.5464,-75.2461,927
Summerton,33.6013,-80.3527,927
Gun Club Estates,26.6753,-80.1080,927
Pettit,35.7656,-94.9692,927
Chilchinbito,36.5027,-110.0512,926
Stockertown,40.7548,-75.2628,926
Jolivue,38.1149,-79.0668,926
Point,32.9301,-95.8689,926
Foreman,33.7198,-94.3979,926
Allen,34.8774,-96.4130,926
Blue Ridge,33.2980,-96.3994,926
Big Point,30.5905,-88.4846,925
Walnut Grove,36.4890,-86.6057,925
Hubbell,47.1770,-88.4360,925
Pleasant Hill,39.4432,-90.8729,925
Millerton,41.9533,-73.5112,925
Upper Bear Creek,39.6318,-105.4154,925
Pine Brook Hill,40.0471,-105.3103,925
Vega,35.2456,-102.4262,924
Wartburg,36.1038,-84.5859,924
Old Fort,35.6305,-82.1777,924
Alpine,43.1631,-111.0196,924
South Ashburnham,42.6138,-71.9384,924
Jamestown,39.9286,-86.6260,924
Beloit,40.9196,-80.9963,924
Philipsburg,46.3324,-113.2960,923
Fredericksburg,42.9648,-92.1965,923
Wyanet,41.3610,-89.5827,923
Silver Lake,41.0744,-85.8922,923
Black Eagle,47.5270,-111.2670,923
DeLand Southwest,29.0077,-81.3113,923
Fremont Hills,37.0645,-93.2530,922
Marine,38.7868,-89.7789,922
Millville,41.1205,-76.5253,922
Quinby,34.2282,-79.7358,922
Village of Clarkston,42.7342,-83.4207,921
McClure,40.7078,-77.3107,921
Wayne,41.3010,-83.4717,921
Blue River,39.4362,-106.0350,921
Appling,33.5588,-82.3183,921
North Enid,36.4457,-97.8634,921
Hallock,48.7659,-96.9427,921
Minersville,38.2335,-112.9606,920
Wakefield,39.2163,-97.0187,920
Hopland,38.9691,-123.1173,920
Shabbona,41.7654,-88.8845,920
Las Croabas,18.3676,-65.6304,920
Valders,44.0696,-87.8859,920
Pomona Park,29.5015,-81.5936,920
New Washington,40.9604,-82.8547,920
Glenwillow,41.3606,-81.4728,919
Atwood,35.9747,-88.6689,919
Percy,38.0153,-89.6188,919
Adelino,34.7066,-106.7302,919
Woodville,31.1029,-91.2992,919
Killbuck,40.4961,-81.9825,919
Necedah,44.0234,-90.0717,918
Garysburg,36.4479,-77.5603,918
Helenwood,36.4289,-84.5532,918
Pound,37.1260,-82.6071,918
Elkhart,41.7939,-93.5240,918
Greenleaf,44.3170,-88.0972,918
New Bethlehem,41.0044,-79.3283,917
Calmar,43.1811,-91.8678,917
Sharon,36.2349,-88.8252,917
Spring Ridge,40.3533,-75.9892,917
Prices Fork,37.2070,-80.4851,917
Yeagertown,40.6414,-77.5803,917
Mahinahina,20.9539,-156.6565,917
Laurel,42.4301,-97.0986,916
Grant,34.5189,-86.2492,916
Marvell,34.5563,-90.9153,916
Red Cloud,40.0864,-98.5222,916
Waterloo,41.2856,-96.2850,915
Eldon,40.9176,-92.2177,915
Warrenville,33.5461,-81.7990,915
Marueño,18.0587,-66.6568,915
Langdon Place,38.2865,-85.5849,915
Goshen,39.9510,-111.9008,915
Komatke,33.2953,-112.1615,915
Bloomingburg,39.6079,-83.3953,915
Waynoka,36.5848,-98.8785,914
Port Gamble Tribal Community,47.8487,-122.5571,914
Washington,30.6150,-92.0594,914
Ivey,32.9092,-83.2983,914
Leland,41.6160,-88.7982,914
Beaumont,31.1707,-88.9252,914
Le Grand,42.0067,-92.7749,914
Fordoche,30.5940,-91.6179,913
Garberville,40.1003,-123.7948,913
Shiocton,44.4449,-88.5768,913
Altoona,34.0310,-86.3181,913
DeSales University,40.5388,-75.3778,913
Mesa Verde,33.5957,-114.7317,913
Hilltop,41.1627,-80.7408,912
Ponca,42.5648,-96.7097,912
Mount Olive,31.7539,-89.6560,912
Grawn,44.6611,-85.6881,912
Lost City,36.0006,-95.1223,912
Coleman,28.8013,-82.0699,911
Hiawassee,34.9494,-83.7530,911
Swayzee,40.5066,-85.8244,911
Clay City,38.6858,-88.3486,911
Wessington Springs,44.0805,-98.5712,911
Sherwood Shores,33.8478,-96.8147,911
Garden Grove,28.4716,-82.4348,911
Pearlington,30.2492,-89.6047,911
Bloomville,41.0514,-83.0137,911
Perry,39.0731,-95.3866,910
Centuria,45.4497,-92.5579,910
Panacea,30.0282,-84.3936,910
Diamond,36.9969,-94.3152,910
Tunnel Hill,34.8498,-85.0394,910
Morrice,42.8362,-84.1832,910
Franklin,40.0966,-98.9514,910
High Rolls,32.9388,-105.8214,910
Barker Ten Mile,34.6825,-78.9889,909
Garden Plain,37.6630,-97.6789,909
Old Field,40.9614,-73.1324,909
Pinnacle,36.3230,-80.4241,909
Tellico Plains,35.3665,-84.2982,909
Marshall,35.7974,-82.6819,908
Keystone,39.5901,-105.9383,908
Port Royal,40.5338,-77.3895,908
Puako,19.9389,-155.8604,908
Ignacio,37.1181,-107.6375,908
Keosauqua,40.7347,-91.9605,908
Osceola,38.0458,-93.6973,908
Waynesburg,40.6682,-81.2598,908
Temple,34.2730,-98.2352,907
Walhalla,48.9211,-97.9176,907
Bayside Gardens,45.7143,-123.9166,907
Pimaco Two,31.9666,-110.4664,907
Fieldale,36.7009,-79.9424,907
Centerville,31.2580,-95.9797,907
Celeste,33.2897,-96.1945,907
Dubach,32.7020,-92.6575,907
Cedar Grove,38.2223,-81.4376,907
Springer,36.3623,-104.5997,906
East Brady,40.9836,-79.6131,906
Howard,38.4098,-105.8424,906
East Bernstadt,37.1923,-84.1209,906
Slaughter,30.7219,-91.1393,906
Grand Coteau,30.4202,-92.0438,905
Carpendale,39.6278,-78.7896,905
Arrington,37.6744,-78.8929,905
Schoeneck,40.2453,-76.1765,905
North Haverhill,44.0938,-72.0272,905
McGill,39.4020,-114.7770,905
Butte des Morts,44.1058,-88.6564,904
Cattaraugus,42.3300,-78.8671,904
Haxtun,40.6419,-102.6298,904
Maxwell,41.8914,-93.3961,903
Hopedale,40.3265,-80.8954,903
Piedmont,44.2135,-103.3715,903
Monrovia,39.3571,-77.2753,903
Cooperstown,47.4450,-98.1257,903
Camanche Village,38.2662,-120.9866,903
Paraje,35.0444,-107.4681,903
Friendsville,35.7563,-84.1319,903
Rivesville,39.5318,-80.1207,903
Far Hills,40.6905,-74.6257,903
Inkom,42.7954,-112.2446,902
Milford Center,40.1791,-83.4381,902
Plandome Manor,40.8146,-73.6979,902
Woodbury,32.9848,-84.5821,902
Womens Bay,57.6960,-152.6276,902
Dyer,35.4944,-94.1388,902
Belmont,42.2226,-78.0328,902
Dighton,38.4810,-100.4664,902
Eton,34.8282,-84.7656,902
Brady,47.0064,-123.5321,902
Ray,48.3416,-103.1635,901
Burlingame,38.7518,-95.8349,901
Lake Don Pedro,37.6461,-120.3367,901
Texhoma,36.5053,-101.7876,901
Stanaford,37.8156,-81.1492,901
Stratford,36.1884,-119.8224,901
Bandera,29.7253,-99.0740,900
Antelope,43.3087,-100.6307,900
Anita,41.4438,-94.7658,900
Hardin,39.1591,-90.6248,900
Glidden,29.6975,-96.5907,900
Wisner,31.9804,-91.6552,900
Hide-A-Way Hills,39.6551,-82.4660,900
Santee,33.4801,-80.4852,900
Sandia,28.0199,-97.8701,900
Dennehotso,36.8209,-109.8790,900
Lake Mack-Forest Hills,29.0006,-81.4239,899
Moulton,29.5722,-97.1465,899
Augusta,42.3378,-85.3525,899
Lockwood,37.3867,-93.9579,899
Grundy,37.2754,-82.0988,899
Gales Ferry,41.4212,-72.0859,899
Danville,40.8600,-91.3146,899
Ceresco,41.0580,-96.6459,899
Chamita,36.0706,-106.0974,899
New Baltimore,39.2744,-84.6705,899
Sugar Grove,36.7689,-81.4075,899
Dotsero,39.6463,-107.0540,899
Ossineke,44.9072,-83.4287,899
Bear River City,41.6124,-112.1250,898
Roseville,40.7307,-90.6638,898
Geraldine,34.3577,-86.0037,898
McRoberts,37.2132,-82.6686,898
Goochland,37.6973,-77.8944,898
Seville,29.3364,-81.5065,897
Fort Sumner,34.4790,-104.2331,897
Kekoskee,43.5019,-88.5863,897
Norris Canyon,37.7454,-121.9878,897
Glendale,42.7381,-123.4294,897
Dorris,41.9644,-121.9205,897
Lower Brule,44.0741,-99.5837,897
Mikes,26.3147,-98.6336,897
White Plains,37.1708,-87.3801,897
Athens,37.4230,-81.0148,897
Brent,35.3640,-94.7880,896
West Swanzey,42.8707,-72.3225,896
Upper Lake,39.1653,-122.9052,896
Lake Madison,43.9593,-97.0209,895
Northwood,47.7384,-97.5707,895
Seaman,38.9370,-83.5754,895
Reddell,30.6687,-92.4268,895
Sudan,34.0663,-102.5242,895
Cottondale,30.7891,-85.3643,895
Troy,46.7380,-116.7731,895
Shepherd,45.9469,-108.3463,895
Coulterville,38.1850,-89.6046,895
Council,44.7324,-116.4374,894
Hubbard Lake,44.8108,-83.5605,894
Solana,26.9388,-82.0278,894
Leakesville,31.1545,-88.5580,894
Odessa,47.3326,-118.6894,894
New Haven,37.6591,-85.5885,894
Butler,40.5896,-82.4211,894
Rupert,37.9649,-80.6870,894
Hagerman,42.8163,-114.8975,893
Empire City,34.4738,-98.0562,893
Annville,37.3255,-83.9622,893
Williamsdale,39.4421,-84.5298,893
Independence,36.6254,-81.1511,892
North Haven,41.0230,-72.3140,892
La Grange,40.0470,-91.5023,892
Bodega,38.3488,-122.9712,892
Garrett,32.3681,-96.6543,892
McKenna,46.9365,-122.5500,892
Albany,39.2245,-82.1977,891
Iron Ridge,43.3982,-88.5320,891
Pasadena Hills,38.7082,-90.2922,891
Larchwood,43.4545,-96.4369,891
Neola,41.4498,-95.6173,891
Ipswich,45.4434,-99.0300,891
Ashton,41.8682,-89.2226,891
Wishek,46.2554,-99.5546,891
Clinton,47.9731,-122.3577,891
Memphis,38.4892,-85.7679,891
Randolph,42.3775,-97.3577,890
Whitewater,33.9356,-116.6873,890
Whitney Point,42.3303,-75.9679,890
Elkhorn City,37.3202,-82.3522,890
Pinon,36.0992,-110.2209,889
Rouzerville,39.7340,-77.5280,889
Carthage,39.7369,-85.5715,889
Morrill,41.9641,-103.9247,889
Diablo Grande,37.4006,-121.2699,889
Pembroke,36.7752,-87.3579,889
Curtis,40.6335,-100.5113,889
Lake Ketchum,48.2820,-122.3480,889
Allenton,43.4204,-88.3443,889
Montandon,40.9654,-76.8529,889
Viola,41.2053,-90.5863,888
Aguila,33.9376,-113.1665,888
Lobelville,35.7507,-87.7958,888
Bowman,33.3482,-80.6844,888
Shirley,39.8911,-85.5801,888
Avella,40.2737,-80.4672,888
Church Rock,35.5309,-108.6234,887
Sanford,37.2573,-105.9007,887
Plainview,36.1423,-119.1375,887
Lebo,38.4157,-95.8623,887
Ivalee,34.0372,-86.1472,887
Clarkson,37.4937,-86.2259,886
Lake Tanglewood,35.0570,-101.7816,886
North Tunica,34.7032,-90.3796,886
Bellemeade,38.2510,-85.5910,886
Parker Strip,34.2803,-114.1269,886
Truesdale,38.8124,-91.1220,886
Greenleaf,43.6753,-116.8210,886
Fort Lawn,34.7003,-80.8991,886
North Key Largo,25.2574,-80.3242,886
Adairville,36.6710,-86.8560,885
Hankinson,46.0734,-96.8916,885
Shelby,33.1068,-86.5825,885
Mayville,43.3363,-83.3520,885
Seabeck,47.6437,-122.8219,885
Fuller Acres,35.3023,-118.9143,885
Grant,43.3348,-85.8094,884
North Perry,41.8003,-81.1241,884
Gallatin Gateway,45.5899,-111.1953,884
Simonton,29.6824,-95.9910,884
Bowmanstown,40.8019,-75.6611,884
Port O'Connor,28.4463,-96.4205,884
Welcome,30.0474,-90.8823,884
LaMoure,46.3574,-98.2966,883
Medley,25.8646,-80.3516,883
Central,37.4150,-113.6263,883
Utica,32.1061,-90.6221,883
Monroe,40.7451,-84.9410,883
Allenwood,40.1384,-74.1032,883
Pleasureville,38.3511,-85.1121,883
Birchwood Village,45.0598,-92.9777,882
Elk Mound,44.8744,-91.6863,882
Baroda,41.9540,-86.4880,882
Elsinore,38.6834,-112.1488,882
Fair Bluff,34.3126,-79.0333,881
Kykotsmovi Village,35.8576,-110.6338,881
Tilden,38.2124,-89.6840,881
Dixon,37.5132,-87.6961,881
Rimersburg,41.0409,-79.5024,881
Cimarron,36.5087,-104.9115,881
Teviston,35.9290,-119.2783,881
Cassville,42.7149,-90.9888,881
Indian Springs,36.5719,-115.7203,881
Fieldbrook,40.9722,-124.0250,880
Lilly,40.4244,-78.6202,880
Munds Park,34.9382,-111.6318,880
Arco,43.6316,-113.3017,880
Galatia,37.8414,-88.6148,880
Millheim,40.8936,-77.4765,880
North Edwards,35.0474,-117.8093,880
Mi-Wuk Village,38.0570,-120.1790,880
Las Ochenta,17.9847,-66.3173,880
Rushville,42.7134,-102.4665,879
Americus,38.5066,-96.2616,879
Blende,38.2469,-104.5692,879
Gardiner,45.0570,-110.7421,879
Delton,42.4951,-85.4117,879
Fouke,33.2622,-93.8852,878
Magdalena,34.1095,-107.2319,878
Crescent,30.2405,-91.2864,878
Soda Bay,39.0024,-122.7794,878
Oklahoma,41.1100,-78.7356,878
Kapp Heights,40.8995,-76.8090,878
Gibsland,32.5395,-93.0541,878
Kirby,34.2556,-93.6522,878
Milltown,45.5261,-92.5015,877
Roachdale,39.8491,-86.8004,877
Mountain Village,62.0911,-163.7209,877
Argenta,39.9855,-88.8197,877
Prairie City,44.4611,-118.7094,876
West Point,37.9851,-85.9557,876
Quapaw,36.9581,-94.7813,876
Mount Crested Butte,38.9081,-106.9606,876
Durhamville,43.1225,-75.6650,876
Galva,38.3836,-97.5380,876
Cactus Forest,32.9578,-111.3170,876
